"id","name","file","file_size","map_type","analysis_level","modality","target_template_image","description"
"838920","PIP Subject0132 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0132_RegNeg_Beta.nii.gz","1925276","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838921","PIP Subject0133 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0133_LookNeg_Beta.nii.gz","2014421","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838922","PIP Subject0133 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0133_LookNeu_Beta.nii.gz","2013755","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838923","PIP Subject0133 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0133_RegNeg_Beta.nii.gz","2013387","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838924","PIP Subject0134 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0134_LookNeg_Beta.nii.gz","2035328","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838925","PIP Subject0134 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0134_LookNeu_Beta.nii.gz","2036251","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838926","PIP Subject0134 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0134_RegNeg_Beta.nii.gz","2036305","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838927","PIP Subject0135 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0135_LookNeg_Beta.nii.gz","1951531","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838928","PIP Subject0135 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0135_LookNeu_Beta.nii.gz","1951916","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838929","PIP Subject0135 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0135_RegNeg_Beta.nii.gz","1951724","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838930","PIP Subject0136 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0136_LookNeg_Beta.nii.gz","2009630","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838931","PIP Subject0136 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0136_LookNeu_Beta.nii.gz","2008701","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838932","PIP Subject0136 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0136_RegNeg_Beta.nii.gz","2009093","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838933","PIP Subject0137 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0137_LookNeg_Beta.nii.gz","1991687","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838934","PIP Subject0137 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0137_LookNeu_Beta.nii.gz","1990809","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838935","PIP Subject0137 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0137_RegNeg_Beta.nii.gz","1992059","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838936","PIP Subject0138 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0138_LookNeg_Beta.nii.gz","2012776","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838937","PIP Subject0138 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0138_LookNeu_Beta.nii.gz","2010653","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838938","PIP Subject0138 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0138_RegNeg_Beta.nii.gz","2012624","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838939","PIP Subject0139 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0139_LookNeg_Beta.nii.gz","2021156","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838940","PIP Subject0139 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0139_LookNeu_Beta.nii.gz","2021655","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838941","PIP Subject0139 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0139_RegNeg_Beta.nii.gz","2022481","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838942","PIP Subject0140 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0140_LookNeg_Beta.nii.gz","1852461","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838943","PIP Subject0140 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0140_LookNeu_Beta.nii.gz","1850829","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838944","PIP Subject0140 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0140_RegNeg_Beta.nii.gz","1851305","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838945","PIP Subject0141 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0141_LookNeg_Beta.nii.gz","1876384","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838946","PIP Subject0141 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0141_LookNeu_Beta.nii.gz","1876596","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838947","PIP Subject0141 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0141_RegNeg_Beta.nii.gz","1876300","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838948","PIP Subject0142 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0142_LookNeg_Beta.nii.gz","2008024","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838949","PIP Subject0142 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0142_LookNeu_Beta.nii.gz","2009137","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838950","PIP Subject0142 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0142_RegNeg_Beta.nii.gz","2009361","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838951","PIP Subject0143 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0143_LookNeg_Beta.nii.gz","1944601","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838952","PIP Subject0143 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0143_LookNeu_Beta.nii.gz","1943322","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838953","PIP Subject0143 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0143_RegNeg_Beta.nii.gz","1944805","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838954","PIP Subject0144 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0144_LookNeg_Beta.nii.gz","1964903","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838955","PIP Subject0144 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0144_LookNeu_Beta.nii.gz","1963475","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838956","PIP Subject0144 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0144_RegNeg_Beta.nii.gz","1965834","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838957","PIP Subject0145 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0145_LookNeg_Beta.nii.gz","1997535","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838958","PIP Subject0145 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0145_LookNeu_Beta.nii.gz","1997051","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838959","PIP Subject0145 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0145_RegNeg_Beta.nii.gz","1997825","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838960","PIP Subject0146 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0146_LookNeg_Beta.nii.gz","1965320","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838961","PIP Subject0146 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0146_LookNeu_Beta.nii.gz","1964023","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838962","PIP Subject0146 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0146_RegNeg_Beta.nii.gz","1963570","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838963","PIP Subject0147 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0147_LookNeg_Beta.nii.gz","1914290","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838964","PIP Subject0147 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0147_LookNeu_Beta.nii.gz","1913697","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838965","PIP Subject0147 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0147_RegNeg_Beta.nii.gz","1914675","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838966","PIP Subject0148 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0148_LookNeg_Beta.nii.gz","1860371","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838967","PIP Subject0148 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0148_LookNeu_Beta.nii.gz","1859971","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838968","PIP Subject0148 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0148_RegNeg_Beta.nii.gz","1860383","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838969","PIP Subject0149 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0149_LookNeg_Beta.nii.gz","2020529","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838970","PIP Subject0149 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0149_LookNeu_Beta.nii.gz","2020364","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838971","PIP Subject0149 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0149_RegNeg_Beta.nii.gz","2021138","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838972","PIP Subject0150 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0150_LookNeg_Beta.nii.gz","2006457","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838973","PIP Subject0150 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0150_LookNeu_Beta.nii.gz","2005216","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838974","PIP Subject0150 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0150_RegNeg_Beta.nii.gz","2004329","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838975","PIP Subject0151 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0151_LookNeg_Beta.nii.gz","1817644","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838976","PIP Subject0151 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0151_LookNeu_Beta.nii.gz","1816205","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838977","PIP Subject0151 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0151_RegNeg_Beta.nii.gz","1817379","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838978","PIP Subject0152 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0152_LookNeg_Beta.nii.gz","1965859","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838979","PIP Subject0152 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0152_LookNeu_Beta.nii.gz","1965891","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838980","PIP Subject0152 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0152_RegNeg_Beta.nii.gz","1965763","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838981","PIP Subject0153 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0153_LookNeg_Beta.nii.gz","1976228","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838982","PIP Subject0153 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0153_LookNeu_Beta.nii.gz","1975078","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838983","PIP Subject0153 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0153_RegNeg_Beta.nii.gz","1976497","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838984","PIP Subject0154 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0154_LookNeg_Beta.nii.gz","2054377","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838985","PIP Subject0154 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0154_LookNeu_Beta.nii.gz","2054338","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838986","PIP Subject0154 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0154_RegNeg_Beta.nii.gz","2054276","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838987","PIP Subject0155 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0155_LookNeg_Beta.nii.gz","1968618","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838988","PIP Subject0155 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0155_LookNeu_Beta.nii.gz","1967924","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838989","PIP Subject0155 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0155_RegNeg_Beta.nii.gz","1967821","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838990","PIP Subject0156 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0156_LookNeg_Beta.nii.gz","1913730","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838991","PIP Subject0156 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0156_LookNeu_Beta.nii.gz","1914824","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"838992","PIP Subject0156 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0156_RegNeg_Beta.nii.gz","1914452","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"838993","PIP Subject0157 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0157_LookNeg_Beta.nii.gz","1896254","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"838994","PIP Subject0157 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0157_LookNeu_Beta.nii.gz","1895706","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
